Timestamp,Produce_Type,Temperature_C,Humidity_PCT,Pressure_hPa,Dryness_PCT,Anomaly_Flag
2025-07-12 08:00:00,Tomato Slices,64.5572065455948,87.43931716370776,1013.1249778756345,3.2008535453653053,0
2025-07-12 08:15:00,Tomato Slices,65.21296232444989,88.68133930399513,1012.9901688754724,1.64832587000609,0
2025-07-12 08:30:00,Tomato Slices,64.32177023084407,85.01634016944938,1013.7172770846141,6.229574788188273,0
2025-07-12 08:45:00,Tomato Slices,63.98373452465707,84.03990378271725,1013.6630957688687,7.4501202716034385,0
2025-07-12 09:00:00,Tomato Slices,64.23905909446567,83.65513368087925,1012.6476376948091,7.931082898900939,0
2025-07-12 09:15:00,Tomato Slices,64.92813315283334,80.29574352801534,1012.6528242690554,12.130320589980826,0
2025-07-12 09:30:00,Tomato Slices,65.4041908325914,79.38996236770204,1012.4850919500865,13.262547040372453,0
2025-07-12 09:45:00,Tomato Slices,64.93640676846644,78.04490863856002,1013.8799742694665,14.943864201799983,0
2025-07-12 10:00:00,Tomato Slices,65.16404722479272,75.31322860866605,1013.5475881407716,18.358464239167432,0
2025-07-12 10:15:00,Tomato Slices,65.67228379285521,75.2878569368257,1012.455063035238,18.390178828967876,0
2025-07-12 10:30:00,Tomato Slices,64.58501678398626,76.30136724794158,1013.4196597627446,17.12329094007302,0
2025-07-12 10:45:00,Tomato Slices,65.91689879218573,71.29525488043062,1013.1690333542928,23.38093139946173,0
2025-07-12 11:00:00,Tomato Slices,64.82363490917415,71.11996399933231,1013.3921763215538,23.600045000834612,0
2025-07-12 11:15:00,Tomato Slices,64.25410739727765,69.90541809729162,1013.2358232889737,25.118227378385484,0
2025-07-12 11:30:00,Tomato Slices,65.43362442576604,66.45964447822254,1013.7174623404849,29.425444402221828,0
2025-07-12 11:45:00,Tomato Slices,65.57108570556686,67.30469276195117,1012.8074222316732,28.369134047561033,0
2025-07-12 12:00:00,Tomato Slices,64.91509182312926,62.77771501678219,1012.339251727474,34.02785622902226,0
2025-07-12 12:15:00,Tomato Slices,65.65603458027259,60.69318646065357,1012.1924562730923,36.63351692418304,0
2025-07-12 12:30:00,Tomato Slices,64.70071666048429,63.26447334163597,1013.1826124560605,33.419408322955036,0
2025-07-12 12:45:00,Tomato Slices,65.12115848779682,54.618321202484076,1012.4308292843554,44.227098496894904,0
2025-07-12 13:00:00,Tomato Slices,64.66324289537754,60.815427399524715,1013.2176921564046,36.48071575059411,0
2025-07-12 13:15:00,Tomato Slices,65.15240029376989,59.936446021268935,1013.5115400097063,37.57944247341383,0
2025-07-12 13:30:00,Tomato Slices,65.24365242730792,56.51377713702681,1013.1018944324363,41.857778578716484,0
2025-07-12 13:45:00,Tomato Slices,64.84485504736844,52.90133800404504,1013.233560630637,46.37332749494371,0
2025-07-12 14:00:00,Tomato Slices,65.02930692026449,48.01816316818062,1014.5778520744485,52.477296039774224,0
2025-07-12 14:15:00,Tomato Slices,65.11477966447438,48.47936714948688,1013.3395780141681,51.90079106314139,0
2025-07-12 14:30:00,Tomato Slices,65.35063144962078,49.777618544014544,1013.6981125227428,50.27797681998182,0
2025-07-12 14:45:00,Tomato Slices,65.46803621663149,44.52885518994628,1013.6159597199007,56.83893101256715,0
2025-07-12 15:00:00,Tomato Slices,65.03234107558907,38.69214443925451,1012.4149144357284,64.13481945093186,0
2025-07-12 15:15:00,Tomato Slices,65.19678440552104,40.553488205815434,1013.5458226145644,61.8081397427307,0
2025-07-12 15:30:00,Tomato Slices,64.82436525699954,37.60155829139515,1013.4296072392875,65.49805213575607,0
2025-07-12 15:45:00,Tomato Slices,64.52830514636699,35.414184446941235,1013.2954684695744,68.23226944132345,0
2025-07-12 16:00:00,Tomato Slices,65.16572464488475,33.05936446918271,1012.8445719606219,71.1757944135216,0
2025-07-12 16:15:00,Tomato Slices,65.01448869317416,33.37780440839207,1012.378768007162,70.7777444895099,0
2025-07-12 16:30:00,Tomato Slices,64.9774017964959,30.462699320969676,1013.9349807886094,74.4216258487879,0
2025-07-12 16:45:00,Tomato Slices,64.960535672744,30.903197828238493,1013.3020784337723,73.87100271470189,0
2025-07-12 17:00:00,Tomato Slices,64.69025446621205,28.15427754610323,1013.7484825758409,77.30715306737096,0
2025-07-12 17:15:00,Tomato Slices,65.08045770273286,30.86560004425804,1012.4433520990447,73.91799994467745,0
2025-07-12 17:30:00,Tomato Slices,63.75086424329793,25.2319811053894,1013.9095784049333,80.96002361826325,0
2025-07-12 17:45:00,Tomato Slices,64.85270775381204,22.41395627995197,1013.2444928671817,84.48255465006004,0
2025-07-12 18:00:00,Tomato Slices,64.5207933668467,21.884816557323795,1012.9861128288474,85.14397930334526,0
2025-07-12 18:15:00,Tomato Slices,65.37122161877271,21.2938289070352,1013.6529523695239,85.882713866206,0
2025-07-12 18:30:00,Tomato Slices,65.60062640076438,21.493134643521426,1012.4090123554902,85.63358169559822,0
2025-07-12 18:45:00,Tomato Slices,64.72002808559147,19.478312720881284,1013.2129733699844,88.15210909889839,0
2025-07-12 19:00:00,Tomato Slices,65.29043868313624,15.966856909805605,1012.7106914207026,92.54142886274299,0
2025-07-12 19:15:00,Tomato Slices,64.62840789588503,11.812993872615882,1012.6582201240253,97.73375765923015,0
2025-07-12 19:30:00,Tomato Slices,64.59684453567331,9.06573232850053,1013.1136566883561,100.0,0
2025-07-12 19:45:00,Tomato Slices,65.2181725121568,12.617858963786412,1013.1301607201383,96.72767629526699,0
